0, 129.199 14.805 129.199 14.8214 129.199 14.8377 129.199 14.8541 129.199 14.8705 129.199 14.8868 129.199 14.9032 129.199 14.9195 129.199 14.9359 129.199 14.9523 129.199 14.9686 129.199 14.985 129.199 14.5045 129.199 14.0239 129.199 13.5434 129.199 13.0628 129.199 12.5823 129.199 12.1017 129.199 11.6212 129.199 11.1406 129.199 10.6601 129.199 10.1795 129.199 9.699 129.199 8.98318 129.199 8.26736 129.199 7.55155 129.199 6.83573 129.199 6.11991 129.199 5.40409 129.199 4.68827 129.199 3.97245 129.199 3.25664 129.199 2.54082 129.199 1.825 129.199 1.87227 129.199 1.91955 129.199 1.96682 129.199 2.01409 129.199 2.06136 129.199 2.10864 129.199 2.15591 129.199 2.20318 129.199 2.25045 129.199 2.29773 129.199 2.345 129.199 2.18845 129.199 2.03191 129.199 1.87536 129.199 1.71882 129.199 1.56227 129.199 1.40573 129.199 1.24918 129.199 1.09264 129.199 0.936091 129.199 0.779545 129.199 0.623 129.199 0.659273 129.199 0.695545 129.199 0.731818 129.199 0.768091 129.199 0.804364 129.199 0.840636 129.199 0.876909 129.199 0.913182 129.199 0.949455 129.199 0.985727 129.199 1.022 129.199 1.06555 129.199 1.10909 129.199 1.15264 129.199 1.19618 129.199 1.23973 129.199 1.28327 129.199 1.32682 129.199 1.37036 129.199 1.41391 129.199 1.45745 129.199 1.501 129.199 1.43627 129.199 1.37155 129.199 1.30682 129.199 1.24209 129.199 1.17736 129.199 1.11264 129.199 1.04791 129.199 0.983182 129.199 0.918455 129.199 0.853727 ;
1, 129.199 14.991 129.199 14.7809 129.199 14.5708 129.199 14.3607 129.199 14.1506 129.199 13.9405 129.199 13.7305 129.199 13.5204 129.199 13.3103 129.199 13.1002 129.199 12.8901 129.199 12.68 129.199 12.689 129.199 12.698 129.199 12.707 129.199 12.716 129.199 12.725 129.199 12.734 129.199 12.743 129.199 12.752 129.199 12.761 129.199 12.77 129.199 12.779 129.199 11.7765 129.199 10.7741 129.199 9.77164 129.199 8.76918 129.199 7.76673 129.199 6.76427 129.199 5.76182 129.199 4.75936 129.199 3.75691 129.199 2.75445 129.199 1.752 129.199 1.74573 129.199 1.73945 129.199 1.73318 129.199 1.72691 129.199 1.72064 129.199 1.71436 129.199 1.70809 129.199 1.70182 129.199 1.69555 129.199 1.68927 129.199 1.683 129.199 1.57382 129.199 1.46464 129.199 1.35545 129.199 1.24627 129.199 1.13709 129.199 1.02791 129.199 0.918727 129.199 0.809545 129.199 0.700364 129.199 0.591182 129.199 0.482 129.199 0.519091 129.199 0.556182 129.199 0.593273 129.199 0.630364 129.199 0.667455 129.199 0.704545 129.199 0.741636 129.199 0.778727 129.199 0.815818 129.199 0.852909 129.199 0.89 129.199 0.919 129.199 0.948 129.199 0.977 129.199 1.006 129.199 1.035 129.199 1.064 129.199 1.093 129.199 1.122 129.199 1.151 129.199 1.18 129.199 1.209 129.199 1.14255 129.199 1.07609 129.199 1.00964 129.199 0.943182 129.199 0.876727 129.199 0.810273 129.199 0.743818 129.199 0.677364 129.199 0.610909 129.199 0.544455 ;
2, 129.199 15.759 129.199 15.3673 129.199 14.9755 129.199 14.5838 129.199 14.1921 129.199 13.8004 129.199 13.4086 129.199 13.0169 129.199 12.6252 129.199 12.2335 129.199 11.8417 129.199 11.45 129.199 11.4821 129.199 11.5142 129.199 11.5463 129.199 11.5784 129.199 11.6105 129.199 11.6425 129.199 11.6746 129.199 11.7067 129.199 11.7388 129.199 11.7709 129.199 11.803 129.199 10.7924 129.199 9.78173 129.199 8.77109 129.199 7.76045 129.199 6.74982 129.199 5.73918 129.199 4.72855 129.199 3.71791 129.199 2.70727 129.199 1.69664 129.199 0.686 129.199 0.691455 129.199 0.696909 129.199 0.702364 129.199 0.707818 129.199 0.713273 129.199 0.718727 129.199 0.724182 129.199 0.729636 129.199 0.735091 129.199 0.740545 129.199 0.746 129.199 0.729727 129.199 0.713455 129.199 0.697182 129.199 0.680909 129.199 0.664636 129.199 0.648364 129.199 0.632091 129.199 0.615818 129.199 0.599545 129.199 0.583273 129.199 0.567 129.199 0.599364 129.199 0.631727 129.199 0.664091 129.199 0.696455 129.199 0.728818 129.199 0.761182 129.199 0.793545 129.199 0.825909 129.199 0.858273 129.199 0.890636 129.199 0.923 129.199 0.920182 129.199 0.917364 129.199 0.914545 129.199 0.911727 129.199 0.908909 129.199 0.906091 129.199 0.903273 129.199 0.900455 129.199 0.897636 129.199 0.894818 129.199 0.892 129.199 0.859091 129.199 0.826182 129.199 0.793273 129.199 0.760364 129.199 0.727455 129.199 0.694545 129.199 0.661636 129.199 0.628727 129.199 0.595818 129.199 0.562909 ;
3, 129.199 18.857 129.199 19.1552 129.199 19.4534 129.199 19.7515 129.199 20.0497 129.199 20.3479 129.199 20.6461 129.199 20.9443 129.199 21.2425 129.199 21.5406 129.199 21.8388 129.199 22.137 129.199 21.2393 129.199 20.3415 129.199 19.4438 129.199 18.5461 129.199 17.6484 129.199 16.7506 129.199 15.8529 129.199 14.9552 129.199 14.0575 129.199 13.1597 129.199 12.262 129.199 11.2234 129.199 10.1847 129.199 9.14609 129.199 8.10745 129.199 7.06882 129.199 6.03018 129.199 4.99155 129.199 3.95291 129.199 2.91427 129.199 1.87564 129.199 0.837 129.199 0.887909 129.199 0.938818 129.199 0.989727 129.199 1.04064 129.199 1.09155 129.199 1.14245 129.199 1.19336 129.199 1.24427 129.199 1.29518 129.199 1.34609 129.199 1.397 129.199 1.36209 129.199 1.32718 129.199 1.29227 129.199 1.25736 129.199 1.22245 129.199 1.18755 129.199 1.15264 129.199 1.11773 129.199 1.08282 129.199 1.04791 129.199 1.013 129.199 1.04336 129.199 1.07373 129.199 1.10409 129.199 1.13445 129.199 1.16482 129.199 1.19518 129.199 1.22555 129.199 1.25591 129.199 1.28627 129.199 1.31664 129.199 1.347 129.199 1.30536 129.199 1.26373 129.199 1.22209 129.199 1.18045 129.199 1.13882 129.199 1.09718 129.199 1.05555 129.199 1.01391 129.199 0.972273 129.199 0.930636 129.199 0.889 129.199 0.868727 129.199 0.848455 129.199 0.828182 129.199 0.807909 129.199 0.787636 129.199 0.767364 129.199 0.747091 129.199 0.726818 129.199 0.706545 129.199 0.686273 ;
4, 129.199 21.292 129.199 21.0904 129.199 20.8887 129.199 20.6871 129.199 20.4855 129.199 20.2838 129.199 20.0822 129.199 19.8805 129.199 19.6789 129.199 19.4773 129.199 19.2756 129.199 19.074 129.199 18.7564 129.199 18.4387 129.199 18.1211 129.199 17.8035 129.199 17.4858 129.199 17.1682 129.199 16.8505 129.199 16.5329 129.199 16.2153 129.199 15.8976 129.199 15.58 129.199 14.3595 129.199 13.1391 129.199 11.9186 129.199 10.6982 129.199 9.47773 129.199 8.25727 129.199 7.03682 129.199 5.81636 129.199 4.59591 129.199 3.37545 129.199 2.155 129.199 2.12464 129.199 2.09427 129.199 2.06391 129.199 2.03355 129.199 2.00318 129.199 1.97282 129.199 1.94245 129.199 1.91209 129.199 1.88173 129.199 1.85136 129.199 1.821 129.199 1.79982 129.199 1.77864 129.199 1.75745 129.199 1.73627 129.199 1.71509 129.199 1.69391 129.199 1.67273 129.199 1.65155 129.199 1.63036 129.199 1.60918 129.199 1.588 129.199 1.51373 129.199 1.43945 129.199 1.36518 129.199 1.29091 129.199 1.21664 129.199 1.14236 129.199 1.06809 129.199 0.993818 129.199 0.919545 129.199 0.845273 129.199 0.771 129.199 0.798636 129.199 0.826273 129.199 0.853909 129.199 0.881545 129.199 0.909182 129.199 0.936818 129.199 0.964455 129.199 0.992091 129.199 1.01973 129.199 1.04736 129.199 1.075 129.199 1.03727 129.199 0.999545 129.199 0.961818 129.199 0.924091 129.199 0.886364 129.199 0.848636 129.199 0.810909 129.199 0.773182 129.199 0.735455 129.199 0.697727 ;
5, 129.199 16.136 129.199 16.0877 129.199 16.0395 129.199 15.9912 129.199 15.9429 129.199 15.8946 129.199 15.8464 129.199 15.7981 129.199 15.7498 129.199 15.7015 129.199 15.6533 129.199 15.605 129.199 15.1828 129.199 14.7606 129.199 14.3385 129.199 13.9163 129.199 13.4941 129.199 13.0719 129.199 12.6497 129.199 12.2275 129.199 11.8054 129.199 11.3832 129.199 10.961 129.199 10.1673 129.199 9.37355 129.199 8.57982 129.199 7.78609 129.199 6.99236 129.199 6.19864 129.199 5.40491 129.199 4.61118 129.199 3.81745 129.199 3.02373 129.199 2.23 129.199 2.07855 129.199 1.92709 129.199 1.77564 129.199 1.62418 129.199 1.47273 129.199 1.32127 129.199 1.16982 129.199 1.01836 129.199 0.866909 129.199 0.715455 129.199 0.564 129.199 0.691 129.199 0.818 129.199 0.945 129.199 1.072 129.199 1.199 129.199 1.326 129.199 1.453 129.199 1.58 129.199 1.707 129.199 1.834 129.199 1.961 129.199 1.879 129.199 1.797 129.199 1.715 129.199 1.633 129.199 1.551 129.199 1.469 129.199 1.387 129.199 1.305 129.199 1.223 129.199 1.141 129.199 1.059 129.199 1.05282 129.199 1.04664 129.199 1.04045 129.199 1.03427 129.199 1.02809 129.199 1.02191 129.199 1.01573 129.199 1.00955 129.199 1.00336 129.199 0.997182 129.199 0.991 129.199 0.946455 129.199 0.901909 129.199 0.857364 129.199 0.812818 129.199 0.768273 129.199 0.723727 129.199 0.679182 129.199 0.634636 129.199 0.590091 129.199 0.545545 ;
6, 129.199 12.138 129.199 12.6928 129.199 13.2476 129.199 13.8025 129.199 14.3573 129.199 14.9121 129.199 15.4669 129.199 16.0217 129.199 16.5765 129.199 17.1314 129.199 17.6862 129.199 18.241 129.199 17.4703 129.199 16.6995 129.199 15.9288 129.199 15.1581 129.199 14.3874 129.199 13.6166 129.199 12.8459 129.199 12.0752 129.199 11.3045 129.199 10.5337 129.199 9.763 129.199 9.05064 129.199 8.33827 129.199 7.62591 129.199 6.91355 129.199 6.20118 129.199 5.48882 129.199 4.77645 129.199 4.06409 129.199 3.35173 129.199 2.63936 129.199 1.927 129.199 1.89455 129.199 1.86209 129.199 1.82964 129.199 1.79718 129.199 1.76473 129.199 1.73227 129.199 1.69982 129.199 1.66736 129.199 1.63491 129.199 1.60245 129.199 1.57 129.199 1.59727 129.199 1.62455 129.199 1.65182 129.199 1.67909 129.199 1.70636 129.199 1.73364 129.199 1.76091 129.199 1.78818 129.199 1.81545 129.199 1.84273 129.199 1.87 129.199 1.80536 129.199 1.74073 129.199 1.67609 129.199 1.61145 129.199 1.54682 129.199 1.48218 129.199 1.41755 129.199 1.35291 129.199 1.28827 129.199 1.22364 129.199 1.159 129.199 1.10173 129.199 1.04445 129.199 0.987182 129.199 0.929909 129.199 0.872636 129.199 0.815364 129.199 0.758091 129.199 0.700818 129.199 0.643545 129.199 0.586273 129.199 0.529 129.199 0.540545 129.199 0.552091 129.199 0.563636 129.199 0.575182 129.199 0.586727 129.199 0.598273 129.199 0.609818 129.199 0.621364 129.199 0.632909 129.199 0.644455 ;
7, 129.199 14.968 129.199 15.3127 129.199 15.6575 129.199 16.0022 129.199 16.3469 129.199 16.6916 129.199 17.0364 129.199 17.3811 129.199 17.7258 129.199 18.0705 129.199 18.4153 129.199 18.76 129.199 17.9834 129.199 17.2067 129.199 16.4301 129.199 15.6535 129.199 14.8768 129.199 14.1002 129.199 13.3235 129.199 12.5469 129.199 11.7703 129.199 10.9936 129.199 10.217 129.199 9.422 129.199 8.627 129.199 7.832 129.199 7.037 129.199 6.242 129.199 5.447 129.199 4.652 129.199 3.857 129.199 3.062 129.199 2.267 129.199 1.472 129.199 1.60482 129.199 1.73764 129.199 1.87045 129.199 2.00327 129.199 2.13609 129.199 2.26891 129.199 2.40173 129.199 2.53455 129.199 2.66736 129.199 2.80018 129.199 2.933 129.199 2.81955 129.199 2.70609 129.199 2.59264 129.199 2.47918 129.199 2.36573 129.199 2.25227 129.199 2.13882 129.199 2.02536 129.199 1.91191 129.199 1.79845 129.199 1.685 129.199 1.62336 129.199 1.56173 129.199 1.50009 129.199 1.43845 129.199 1.37682 129.199 1.31518 129.199 1.25355 129.199 1.19191 129.199 1.13027 129.199 1.06864 129.199 1.007 129.199 0.978091 129.199 0.949182 129.199 0.920273 129.199 0.891364 129.199 0.862455 129.199 0.833545 129.199 0.804636 129.199 0.775727 129.199 0.746818 129.199 0.717909 129.199 0.689 129.199 0.688273 129.199 0.687545 129.199 0.686818 129.199 0.686091 129.199 0.685364 129.199 0.684636 129.199 0.683909 129.199 0.683182 129.199 0.682455 129.199 0.681727 ;
8, 129.199 17.772 129.199 17.5667 129.199 17.3615 129.199 17.1562 129.199 16.9509 129.199 16.7456 129.199 16.5404 129.199 16.3351 129.199 16.1298 129.199 15.9245 129.199 15.7193 129.199 15.514 129.199 14.6839 129.199 13.8538 129.199 13.0237 129.199 12.1936 129.199 11.3635 129.199 10.5335 129.199 9.70336 129.199 8.87327 129.199 8.04318 129.199 7.21309 129.199 6.383 129.199 5.88745 129.199 5.39191 129.199 4.89636 129.199 4.40082 129.199 3.90527 129.199 3.40973 129.199 2.91418 129.199 2.41864 129.199 1.92309 129.199 1.42755 129.199 0.932 129.199 1.00609 129.199 1.08018 129.199 1.15427 129.199 1.22836 129.199 1.30245 129.199 1.37655 129.199 1.45064 129.199 1.52473 129.199 1.59882 129.199 1.67291 129.199 1.747 129.199 1.69427 129.199 1.64155 129.199 1.58882 129.199 1.53609 129.199 1.48336 129.199 1.43064 129.199 1.37791 129.199 1.32518 129.199 1.27245 129.199 1.21973 129.199 1.167 129.199 1.185 129.199 1.203 129.199 1.221 129.199 1.239 129.199 1.257 129.199 1.275 129.199 1.293 129.199 1.311 129.199 1.329 129.199 1.347 129.199 1.365 129.199 1.32455 129.199 1.28409 129.199 1.24364 129.199 1.20318 129.199 1.16273 129.199 1.12227 129.199 1.08182 129.199 1.04136 129.199 1.00091 129.199 0.960455 129.199 0.92 129.199 0.890364 129.199 0.860727 129.199 0.831091 129.199 0.801455 129.199 0.771818 129.199 0.742182 129.199 0.712545 129.199 0.682909 129.199 0.653273 129.199 0.623636 ;
